,User_Id,Place_Id,Place_Ratings
140,5,371,4
141,5,288,5
142,5,90,5
143,5,216,5
144,5,7,5
145,5,402,3
146,5,109,5
147,5,217,4
148,5,62,5
149,5,311,4
150,5,211,4
151,5,408,5
152,5,18,5
153,5,19,5
154,5,93,4
155,5,141,5
156,6,174,5
157,6,408,5
158,6,264,5
159,6,338,1
160,6,78,4
161,6,126,5
162,6,39,5
163,6,432,4
164,6,254,4
165,6,3,3
166,6,91,4
167,6,216,2
168,6,92,5
169,6,418,5
170,6,127,4
171,6,104,4
172,6,335,5
173,6,176,4
174,6,56,4
175,6,217,4
176,6,31,5
177,6,80,5
178,6,321,5
179,6,214,5
180,6,47,4
181,6,247,5
182,6,154,4
183,6,112,4
184,6,270,5
185,6,79,4
186,6,7,2
187,6,396,4
188,6,180,5
189,7,223,5
190,7,420,5
191,7,26,4
192,7,88,1
193,7,387,4
194,7,338,5
195,7,117,5
196,7,232,5
197,7,220,4
198,7,336,4
199,7,125,2
200,7,121,5
201,7,224,4
202,7,337,5
203,7,35,5
204,7,335,1
205,7,252,3
206,7,4,5
207,7,90,5
208,7,344,5
209,7,405,5
210,7,3,5
211,7,251,4
212,7,240,4
213,7,104,4
214,7,375,4
215,7,279,5
216,7,193,5
217,7,93,5
218,7,1,3
219,7,339,4
220,7,174,5
221,7,7,4
222,7,434,5
223,8,375,5
224,8,227,5
225,8,53,5
226,8,259,5
227,8,141,4
228,8,207,5
229,8,181,4
230,8,30,5
231,8,239,5
232,8,130,5
233,8,211,2
234,8,33,1
235,8,436,5
236,8,355,4
237,8,90,5
238,8,214,5
239,8,39,5
240,8,7,5
241,8,254,5
242,8,18,5
243,8,89,4
244,8,213,5
245,8,392,1
246,8,100,1
247,8,121,4
248,8,217,4
249,8,224,5
250,8,405,4
251,8,142,5
252,8,311,4
253,8,220,4
254,8,104,4
255,8,174,5
256,8,49,5
257,8,86,5
258,8,177,5
259,8,82,4
260,8,3,4
261,8,233,5
262,8,24,5
263,8,173,5
264,8,81,1
265,8,434,5
266,9,434,5
267,9,408,4
268,9,216,5
269,9,177,5
270,9,231,4
271,9,4,4
272,9,81,5
273,9,48,2
274,9,2,5
275,9,259,5
276,9,88,5
277,9,93,4
278,9,174,4
279,9,40,5
280,9,214,5
281,9,227,5
282,9,32,4
283,9,116,4
284,9,33,5
285,9,57,5
286,9,1,5
287,9,225,5
288,9,339,5
289,9,90,4
290,9,222,5
291,9,141,4
292,9,121,1
293,9,8,5
294,9,86,5
295,9,117,4
296,9,336,4
297,9,359,4
298,9,157,4
299,9,18,5
300,9,114,4
301,9,30,4
302,10,100,5
303,10,426,5
304,10,80,5
305,10,231,5
306,10,160,4
307,10,48,5
308,10,301,5
309,10,282,3
310,10,36,5
311,10,381,5
312,10,214,5
313,10,57,5
314,10,81,5
315,10,8,5
316,10,96,5
317,10,44,5
318,10,425,5
319,10,232,5
320,10,216,3
321,10,312,5
322,10,266,4
323,10,174,4
324,10,201,5
325,10,79,4
326,10,267,4
327,10,130,4
328,10,408,5
329,10,27,4
330,10,219,4
331,10,338,5
332,10,434,5
333,10,1,5
334,10,3,5
335,10,191,4
336,10,121,5
337,10,141,5
338,10,91,5
339,10,19,5
340,10,7,5
341,11,311,5
342,11,211,5
343,11,218,1
344,11,80,5
345,11,3,5
346,11,86,5
347,11,56,5
348,11,121,5
349,11,130,5
350,11,313,4
351,11,174,5
352,11,408,4
353,11,172,5
354,11,87,4
355,11,411,5
356,11,259,5
357,11,216,5
358,11,418,5
359,11,223,5
360,11,4,5
361,11,30,5
362,11,405,5
363,11,404,5
364,11,372,5
365,11,402,5
366,11,104,5
367,11,114,4
368,11,108,5
369,11,346,4
370,11,389,4
371,11,93,5
372,11,338,5
373,11,92,5
374,11,359,4
375,11,225,5
376,11,112,5
377,11,337,4
378,11,339,5
379,12,291,3
380,12,214,3
381,12,3,5
382,12,302,5
383,12,31,5
384,12,103,5
385,12,251,1
386,12,411,5
387,12,121,5
388,12,97,5
389,12,396,5
390,12,434,4
391,12,227,5
392,12,112,4
393,12,138,5
394,12,1,5
395,12,279,5
396,12,80,5
397,12,86,5
398,12,381,5
399,12,4,4
400,12,225,5
401,12,373,1
402,12,39,5
403,12,57,5
404,12,274,4
405,12,309,4
406,12,153,5
407,12,92,5
408,12,6,5
409,12,21,4
410,12,402,5
411,12,104,4
412,12,127,5
413,12,7,5
414,12,17,5
415,13,62,4
416,13,254,5
417,13,121,5
418,13,252,4
419,13,179,5
420,13,130,4
421,13,111,5
422,13,259,5
423,13,408,4
424,13,217,4
425,13,370,5
426,13,206,5
427,13,227,3
428,13,7,4
429,13,3,5
430,13,112,3
431,13,80,5
432,13,72,5
433,13,434,5
434,13,23,5
435,13,214,5
436,13,335,5
437,13,325,5
438,13,305,5
439,13,338,4
440,13,372,5
441,13,171,5
442,13,245,5
443,13,1,5
444,13,81,4
445,13,402,5
446,13,247,5
447,14,4,5
448,14,6,4
449,14,17,5
450,14,161,5
451,14,72,4
452,14,81,5
453,14,339,5
454,14,1,5
455,14,80,5
456,14,48,2
457,14,112,4
458,14,7,4
459,14,117,5
460,14,179,5
461,14,423,5
462,14,30,1
463,14,176,5
464,14,338,5
465,14,224,5
466,14,63,4
467,14,61,5
468,14,27,5
469,14,216,4
470,14,402,4
471,14,130,5
472,14,93,5
473,14,211,5
474,14,3,5
475,14,405,4
476,15,227,5
477,15,214,5
478,15,33,5
479,15,27,4
480,15,408,4
481,15,179,5
482,15,35,5
483,15,1,5
484,15,100,5
485,15,239,5
486,15,382,4
487,15,86,5
488,15,4,4
489,15,104,5
490,15,216,4
491,15,2,5
492,15,191,5
493,15,114,2
494,15,118,4
495,15,7,5
496,15,206,5
497,15,112,4
498,15,88,5
499,15,10,4
500,15,335,5
501,15,359,4
502,15,432,5
503,15,251,4
504,15,339,5
505,15,56,5
506,15,65,4
507,15,121,5
508,16,35,5
509,16,105,5
510,16,81,4
511,16,418,5
512,16,27,5
513,16,143,3
514,16,127,4
515,16,104,5
516,16,92,5
517,16,276,4
518,16,174,4
519,16,338,5
520,16,408,4
521,16,30,5
522,16,58,5
523,16,65,5
524,16,208,5
525,16,436,5
526,16,227,4
527,16,216,5
528,16,344,5
529,16,239,5
530,16,117,4
531,16,96,5
532,16,214,5
533,16,61,5
534,16,78,5
535,16,185,5
536,16,3,5
537,16,211,1
538,17,22,4
539,17,34,5
540,17,247,4
541,17,35,5
542,17,251,4
543,17,325,5
544,17,89,5
545,17,6,5
546,17,1,4
547,17,405,4
548,17,346,5
549,17,97,4
550,17,90,3
551,17,3,5
552,17,321,3
553,17,27,5
554,17,308,5
555,17,434,5
556,17,240,4
557,17,177,5
558,17,203,4
559,17,318,4
560,17,356,5
561,17,146,4
562,17,121,5
563,17,273,5
564,17,206,4
565,17,408,4
566,18,393,4
567,18,225,5
568,18,92,5
569,18,86,5
570,18,301,5
571,18,104,5
572,18,395,5
573,18,90,5
574,18,214,5
575,18,396,4
576,18,388,4
577,18,6,5
578,18,329,5
579,18,159,4
580,18,96,5
581,18,404,4
582,18,302,5
583,18,35,5
584,18,227,5
585,18,7,5
586,18,183,4
587,18,408,5
588,18,216,5
589,18,103,5
590,18,3,5
591,18,399,4
592,18,387,5
593,18,279,5
594,18,338,4
595,18,66,4
596,18,1,5
597,18,4,5
598,18,47,4
599,18,27,5
600,18,100,5
601,18,371,4
602,18,211,5
603,18,406,4
604,18,61,5
605,19,66,5
606,19,80,5
607,19,342,2
608,19,215,5
609,19,240,4
610,19,166,5
611,19,104,5
612,19,266,5
613,19,30,2
614,19,237,5
615,19,174,5
616,19,375,5
617,19,207,4
618,19,382,4
619,19,399,2
620,19,434,5
621,19,27,4
622,19,26,5
623,19,301,5
624,19,8,3
625,19,117,4
626,19,334,5
627,19,91,4
628,19,114,5
629,19,312,5
630,20,92,5
631,20,338,5
632,20,312,5
633,20,402,3
634,20,222,5
635,20,3,5
636,20,111,4
637,20,359,5
638,20,77,5
639,20,4,5
640,20,87,5
641,20,31,2
642,20,251,5
643,20,434,5
644,20,339,4
645,20,89,5
646,20,419,5
647,20,211,5
648,20,103,4
649,20,27,4
650,20,319,5
651,20,109,4
652,20,48,5
653,20,45,4
654,20,300,5
655,20,336,5
656,20,245,5
657,20,96,5
658,20,206,5
659,20,220,3
660,20,375,5
661,20,225,5
662,20,17,5
663,20,1,4
664,20,90,5
665,20,93,5
666,20,142,5
667,21,110,4
668,21,104,4
669,21,227,5
670,21,183,4
671,21,228,3
672,21,109,5
673,21,112,4
674,21,434,4
675,21,100,4
676,21,3,4
677,21,418,5
678,21,33,5
679,21,48,5
680,21,174,5
681,21,130,5
682,21,432,5
683,21,27,4
684,21,220,4
685,21,396,5
686,21,211,5
687,21,93,4
688,21,320,5
689,21,4,5
690,21,176,4
691,21,308,5
692,21,275,3
693,21,179,5
694,21,309,4
695,21,214,5
696,21,240,4
697,21,6,4
698,21,249,4
699,21,221,5
700,21,2,5
701,21,337,5
702,21,85,2
703,21,146,2
704,21,157,5
705,22,93,5
706,22,63,5
707,22,126,4
708,22,85,5
709,22,339,4
710,22,86,5
711,22,375,5
712,22,277,4
713,22,30,4
714,22,109,5
715,22,321,4
716,22,92,5
717,22,408,4
718,22,40,5
719,22,104,5
720,22,111,4
721,22,404,3
722,22,19,5
723,22,216,5
724,22,214,5
725,22,217,5
726,22,434,5
727,22,392,4
728,22,231,4
729,22,156,5
730,22,87,5
731,22,159,5
732,22,396,5
733,22,24,5
734,22,90,5
735,22,428,5
736,22,429,4
737,22,161,2
738,22,338,4
739,22,35,5
740,22,114,4
741,22,419,5
742,22,100,5
743,22,4,5
744,22,98,4
745,23,104,5
746,23,228,1
747,23,33,5
748,23,360,1
749,23,93,5
750,23,284,4
751,23,408,5
752,23,434,5
753,23,27,5
754,23,76,5
755,23,231,5
756,23,402,5
757,23,373,5
758,23,91,5
759,23,169,5
760,23,382,4
761,23,346,4
762,23,4,5
763,23,216,5
764,23,121,5
765,23,419,4
766,23,338,4
767,23,224,4
768,23,279,5
769,23,332,5
770,23,82,5
771,23,137,4
772,23,112,4
773,23,18,4
774,23,17,5
775,23,211,5
776,23,311,5
777,23,225,1
778,24,103,5
779,24,7,4
780,24,267,5
781,24,355,5
782,24,6,4
783,24,161,5
784,24,225,1
785,24,433,3
786,24,402,5
787,24,302,5
788,24,338,5
789,24,284,5
790,24,111,4
791,24,93,5
792,24,251,5
793,24,236,5
794,24,17,5
795,24,90,5
796,24,92,5
797,24,140,5
798,24,356,5
799,24,223,5
800,24,218,5
801,24,214,5
802,24,19,5
803,24,48,5
804,24,202,5
805,24,1,4
806,25,221,1
807,25,370,4
808,25,6,5
809,25,174,5
810,25,109,5
811,25,33,5
812,25,216,4
813,25,338,5
814,25,126,4
815,25,90,5
816,25,112,5
817,25,160,4
818,25,260,4
819,25,408,4
820,25,204,5
821,25,227,5
822,25,137,4
823,25,381,5
824,25,375,5
825,25,207,5
826,25,321,2
827,25,127,4
828,25,419,4
829,25,80,5
830,25,432,4
831,25,93,5
832,25,121,4
833,25,34,5
834,25,17,5
835,25,130,4
836,25,342,4
837,25,388,5
838,25,183,5
839,25,225,5
840,25,344,5
841,25,434,5
842,26,225,5
843,26,4,4
844,26,279,5
845,26,335,4
846,26,100,5
847,26,179,5
848,26,6,4
849,26,207,5
850,26,70,5
851,26,200,5
852,26,217,2
853,26,227,5
854,26,208,4
855,26,117,5
856,26,121,5
857,26,89,4
858,26,96,5
859,26,325,5
860,26,351,5
861,26,408,5
862,26,126,5
863,26,275,4
864,26,209,5
865,26,109,5
866,26,80,5
867,26,291,3
868,26,110,5
869,26,176,5
870,26,35,5
871,26,305,5
872,26,156,1
873,26,81,5
874,26,373,5
875,26,104,4
876,26,160,4
877,26,226,5
878,26,284,4
879,26,371,5
880,26,92,5
881,26,151,5
882,26,86,5
883,27,216,5
884,27,237,4
885,27,346,5
886,27,268,4
887,27,175,5
888,27,227,4
889,27,180,5
890,27,121,5
891,27,338,2
892,27,80,2
893,27,103,5
894,27,301,4
895,27,27,5
896,27,174,5
897,27,408,5
898,27,356,5
899,27,344,4
900,27,56,4
901,27,206,5
902,27,207,5
903,27,279,5
904,27,78,5
905,27,117,5
906,27,335,5
907,27,7,5
908,27,159,5
909,27,4,5
910,27,177,3
911,27,247,5
912,27,97,5
913,27,220,4
914,27,418,1
915,28,57,5
916,28,168,5
917,28,207,5
918,28,166,4
919,28,11,4
920,28,281,4
921,28,206,5
922,28,104,4
923,28,75,4
924,28,117,4
925,28,121,5
926,28,245,5
927,28,395,5
928,28,39,5
929,28,408,4
930,28,106,5
931,28,81,4
932,28,4,5
933,28,161,5
934,28,227,5
935,28,411,5
936,28,79,5
937,28,346,5
938,28,344,1
939,28,86,5
940,28,93,5
941,28,400,4
942,28,325,5
943,28,112,4
944,29,385,4
945,29,287,4
946,29,57,5
947,29,191,4
948,29,393,5
949,29,214,5
950,29,284,5
951,29,338,5
952,29,168,5
953,29,93,4
954,29,247,5
955,29,434,5
956,29,7,5
957,29,3,5
958,29,396,5
959,29,240,1
960,29,58,5
961,29,121,5
962,29,375,5
963,29,227,5
964,29,5,4
965,29,161,5
966,29,44,5
967,29,86,5
968,29,6,4
969,29,22,5
970,29,92,5
971,29,320,5
972,29,339,5
973,29,223,5
974,29,33,5
975,29,239,5
976,29,128,4
977,29,359,5
978,29,80,5
979,29,217,5
980,30,247,5
981,30,36,5
982,30,417,5
983,30,93,4
984,30,239,5
985,30,6,5
986,30,31,4
987,30,436,5
988,30,288,5
989,30,61,5
990,30,220,4
991,30,336,4
992,30,221,5
993,30,27,5
994,30,223,5
995,30,375,5
996,30,90,5
997,30,274,5
998,30,78,4
999,30,17,5
1000,30,402,4
1001,30,338,5
1002,30,1,5
1003,30,103,5
1004,30,408,4
1005,30,312,5
1006,30,24,3
1007,30,57,5
1008,30,434,5
1009,30,104,5
1010,31,180,4
1011,31,104,5
1012,31,346,5
1013,31,359,5
1014,31,321,5
1015,31,4,5
1016,31,434,5
1017,31,392,4
1018,31,117,5
1019,31,172,5
1020,31,217,4
1021,31,110,5
1022,31,382,4
1023,31,86,5
1024,31,400,4
1025,31,178,5
1026,31,225,4
1027,31,48,5
1028,31,92,5
1029,31,33,5
1030,31,227,5
1031,31,54,5
1032,31,174,4
1033,31,404,4
1034,31,1,1
1035,31,6,4
1036,31,211,5
1037,31,103,5
1038,31,177,5
1039,31,185,4
1040,31,264,5
1041,31,254,5
1042,31,371,5
1043,31,320,4
1044,31,319,5
1045,32,104,4
1046,32,90,5
1047,32,224,4
1048,32,191,5
1049,32,3,5
1050,32,86,4
1051,32,142,5
1052,32,78,4
1053,32,311,5
1054,32,375,5
1055,32,48,5
1056,32,33,5
1057,32,174,4
1058,32,347,5
1059,32,1,5
1060,32,154,5
1061,32,302,5
1062,32,385,5
1063,32,103,5
1064,32,335,5
1065,32,381,5
1066,32,418,5
1067,32,215,4
1068,32,81,4
1069,32,126,5
1070,33,121,1
1071,33,213,5
1072,33,7,5
1073,33,175,5
1074,33,322,5
1075,33,277,5
1076,33,338,4
1077,33,174,5
1078,33,214,4
1079,33,112,5
1080,33,227,5
1081,33,359,5
1082,33,311,4
1083,33,356,4
1084,33,398,4
1085,33,78,5
1086,33,434,4
1087,33,47,5
1088,33,217,5
1089,33,128,4
1090,33,200,5
1091,33,236,4
1092,33,4,4
1093,33,201,5
1094,33,2,4
1095,33,173,1
1096,33,373,5
1097,33,177,5
1098,33,225,5
1099,33,35,5
1100,33,80,5
1101,33,402,4
1102,33,428,5
1103,33,103,5
1104,33,229,5
1105,33,86,5
1106,34,279,5
1107,34,34,4
1108,34,335,4
1109,34,308,5
1110,34,221,5
1111,34,338,4
1112,34,85,5
1113,34,393,4
1114,34,405,5
1115,34,27,5
1116,34,86,2
1117,34,7,5
1118,34,316,5
1119,34,90,5
1120,34,402,5
1121,34,45,5
1122,34,225,5
1123,34,250,5
1124,34,356,4
1125,34,247,5
1126,34,4,5
1127,34,36,5
1128,34,375,5
1129,34,207,4
1130,34,368,4
1131,34,408,4
1132,34,396,4
1133,34,227,5
1134,34,76,4
1135,34,267,4
1136,34,30,5
1137,34,5,4
1138,34,81,5
1139,34,211,5
1140,34,432,4
1141,34,103,5
1142,34,125,1
1143,34,434,4
1144,35,158,4
1145,35,109,5
1146,35,418,5
1147,35,80,5
1148,35,1,5
1149,35,207,4
1150,35,93,1
1151,35,92,5
1152,35,104,5
1153,35,112,4
1154,35,117,4
1155,35,31,4
1156,35,232,4
1157,35,261,4
1158,35,434,5
1159,35,382,4
1160,35,173,4
1161,35,203,4
1162,35,88,4
1163,35,216,4
1164,35,227,5
1165,35,423,5
1166,35,103,5
1167,35,257,4
1168,35,222,5
1169,35,217,4
1170,35,211,5
1171,35,302,5
1172,35,23,5
1173,35,175,5
1174,35,179,5
1175,35,121,4
1176,35,388,5
1177,35,3,5
1178,35,380,5
1179,35,231,2
1180,35,405,4
1181,35,214,3
1182,35,164,5
1183,36,85,5
1184,36,387,5
1185,36,112,1
1186,36,247,4
1187,36,338,5
1188,36,34,4
1189,36,33,2
1190,36,395,5
1191,36,402,5
1192,36,214,1
1193,36,87,5
1194,36,174,1
1195,36,109,5
1196,36,4,4
1197,36,121,5
1198,36,64,5
1199,36,259,2
1200,36,27,5
1201,36,24,5
1202,36,93,4
1203,36,301,5
1204,36,80,5
1205,36,179,5
1206,36,82,5
1207,36,211,5
1208,36,313,4
1209,36,240,4
1210,36,1,5
1211,36,434,5
1212,36,410,5
1213,36,22,5
1214,36,420,5
1215,37,381,5
1216,37,3,4
1217,37,220,4
1218,37,7,4
1219,37,103,5
1220,37,371,4
1221,37,174,5
1222,37,288,5
1223,37,221,5
1224,37,339,5
1225,37,104,5
1226,37,208,5
1227,37,4,5
1228,37,65,5
1229,37,27,5
1230,37,2,5
1231,37,425,4
1232,37,338,4
1233,37,81,4
1234,37,90,4
1235,37,17,5
1236,37,24,5
1237,37,434,4
1238,37,153,5
1239,37,86,5
1240,37,75,4
1241,37,225,5
1242,37,261,4
1243,38,392,4
1244,38,217,4
1245,38,56,5
1246,38,396,5
1247,38,225,5
1248,38,216,4
1249,38,4,4
1250,38,6,5
1251,38,81,5
1252,38,408,4
1253,38,364,4
1254,38,269,5
1255,38,174,4
1256,38,256,5
1257,38,326,4
1258,38,104,4
1259,38,109,4
1260,38,112,3
1261,38,178,5
1262,38,175,5
1263,38,121,5
1264,38,194,5
1265,38,22,5
1266,38,404,5
1267,38,424,4
1268,38,317,5
1269,38,93,5
1270,38,80,5
1271,39,429,5
1272,39,207,4
1273,39,225,4
1274,39,371,4
1275,39,383,4
1276,39,90,5
1277,39,423,4
1278,39,437,5
1279,39,263,4
1280,39,30,1
1281,39,302,5
1282,39,337,5
1283,39,57,5
1284,39,126,5
1285,39,56,4
1286,39,176,5
1287,39,86,4
1288,39,245,3
1289,39,412,5
1290,39,93,5
1291,39,19,2
1292,39,335,4
1293,39,2,4
1294,39,213,5
1295,39,194,4
1296,39,31,5
1297,39,408,4
1298,40,104,4
1299,40,180,4
1300,40,278,5
1301,40,228,4
1302,40,7,2
1303,40,33,5
1304,40,90,5
1305,40,27,5
1306,40,6,5
1307,40,80,5
1308,40,217,4
1309,40,288,5
1310,40,239,5
1311,40,56,4
1312,40,1,5
1313,40,93,4
1314,40,121,5
1315,40,143,5
1316,40,311,5
1317,40,4,5
1318,40,216,5
1319,40,103,5
1320,40,342,5
1321,40,227,1
1322,40,418,5
1323,40,234,5
1324,40,220,5
1325,40,259,4
1326,41,301,4
1327,41,312,5
1328,41,82,5
1329,41,173,4
1330,41,231,5
1331,41,221,5
1332,41,121,5
1333,41,18,5
1334,41,117,5
1335,41,326,5
1336,41,90,5
1337,41,363,4
1338,41,1,5
1339,41,2,5
1340,41,394,5
1341,41,161,5
1342,41,307,5
1343,41,224,4
1344,41,305,5
1345,41,220,5
1346,41,364,4
1347,41,6,5
1348,41,112,5
1349,41,3,5
1350,41,4,4
1351,41,408,4
1352,41,92,5
1353,41,259,4
1354,41,214,5
1355,41,180,4
1356,41,194,4
1357,41,216,5
1358,41,215,5
1359,41,207,4
1360,41,109,4
1361,41,39,4
1362,41,209,4
1363,41,7,4
1364,41,211,4
1365,41,177,5
1366,41,278,5
1367,41,185,5
1368,42,339,5
1369,42,160,4
1370,42,40,3
1371,42,245,4
1372,42,216,5
1373,42,207,3
1374,42,227,5
1375,42,70,5
1376,42,57,5
1377,42,1,5
1378,42,408,5
1379,42,356,5
1380,42,373,1
1381,42,384,4
1382,42,100,5
1383,42,3,5
1384,42,44,5
1385,42,178,5
1386,42,45,5
1387,42,6,4
1388,42,104,5
1389,42,33,5
1390,42,354,5
1391,42,311,5
1392,42,7,5
1393,42,382,5
1394,42,183,4
1395,42,184,4
1396,42,364,5
1397,42,78,4
1398,42,86,5
1399,42,174,5
1400,42,27,4
1401,42,142,2
1402,42,17,5
1403,42,137,5
1404,42,214,4
1405,43,177,4
1406,43,224,4
1407,43,321,5
1408,43,125,5
1409,43,355,5
1410,43,96,4
1411,43,58,4
1412,43,419,5
1413,43,126,5
1414,43,301,5
1415,43,185,4
1416,43,435,5
1417,43,193,4
1418,43,261,4
1419,43,111,5
1420,43,80,5
1421,43,219,2
1422,43,103,5
1423,43,18,5
1424,43,6,5
1425,43,338,5
1426,43,249,3
1427,43,156,5
1428,43,4,4
1429,44,109,5
1430,44,369,4
1431,44,100,5
1432,44,430,5
1433,44,42,4
1434,44,231,5
1435,44,119,4
1436,44,346,5
1437,44,338,5
1438,44,104,4
1439,44,381,5
1440,44,80,5
1441,44,175,5
1442,44,378,4
1443,44,311,5
1444,44,211,5
1445,44,31,5
1446,44,160,5
1447,44,56,4
1448,44,3,5
1449,44,6,5
1450,44,86,5
1451,44,288,5
1452,44,2,5
1453,44,177,5
1454,44,50,5
1455,44,216,5
1456,44,220,5
1457,45,338,5
1458,45,402,4
1459,45,339,5
1460,45,410,4
1461,45,359,5
1462,45,375,5
1463,45,33,5
1464,45,183,5
1465,45,271,4
1466,45,174,4
1467,45,13,4
1468,45,434,5
1469,45,180,4
1470,45,236,5
1471,45,178,4
1472,45,181,4
1473,45,207,5
1474,45,104,5
1475,45,243,4
1476,45,127,5
1477,45,227,5
1478,45,88,5
1479,45,93,5
1480,45,241,4
1481,45,215,5
1482,45,121,5
1483,45,424,4
1484,45,4,4
1485,45,22,5
1486,45,216,4
1487,45,100,5
1488,45,222,5
1489,45,419,5
1490,45,208,5
1491,45,405,5
1492,46,214,4
1493,46,227,1
1494,46,40,5
1495,46,104,4
1496,46,7,5
1497,46,338,5
1498,46,4,4
1499,46,247,4
1500,46,408,5
1501,46,45,5
1502,46,91,4
1503,46,367,5
1504,46,1,5
1505,46,155,5
1506,46,6,5
1507,46,86,5
1508,46,117,5
1509,46,372,5
1510,46,288,5
1511,46,23,5
1512,46,222,5
1513,46,335,2
1514,46,114,4
1515,46,303,5
1516,46,369,5
1517,46,371,5
1518,46,174,4
1519,46,128,5
1520,46,136,5
1521,46,3,5
1522,46,229,3
1523,46,130,5
1524,46,370,5
1525,46,321,4
1526,46,121,5
1527,47,156,5
1528,47,145,4
1529,47,143,5
1530,47,57,5
1531,47,97,4
1532,47,428,4
1533,47,93,5
1534,47,121,5
1535,47,19,5
1536,47,279,5
1537,47,7,1
1538,47,48,5
1539,47,27,4
1540,47,338,5
1541,47,412,5
1542,47,33,5
1543,47,278,5
1544,47,1,5
1545,47,114,5
1546,47,6,4
1547,47,225,5
1548,47,17,4
1549,47,92,5
1550,47,408,4
1551,47,34,4
1552,47,28,5
1553,47,200,5
1554,47,434,5
1555,47,160,4
1556,47,42,5
1557,48,20,4
1558,48,319,5
1559,48,320,4
1560,48,313,5
1561,48,17,5
1562,48,339,5
1563,48,368,5
1564,48,373,4
1565,48,7,4
1566,48,375,5
1567,48,346,5
1568,48,247,4
1569,48,23,5
1570,48,231,5
1571,48,191,5
1572,48,3,5
1573,48,225,5
1574,48,216,4
1575,48,2,5
1576,48,394,3
1577,48,88,4
1578,48,413,4
1579,48,226,3
1580,48,121,4
1581,48,1,4
1582,48,177,5
1583,48,87,4
1584,48,227,5
1585,48,117,4
1586,48,221,5
1587,48,419,5
1588,48,86,1
1589,48,214,4
1590,49,206,4
1591,49,27,5
1592,49,370,3
1593,49,338,4
1594,49,92,5
1595,49,191,5
1596,49,61,5
1597,49,104,4
1598,49,217,5
1599,49,385,4
1600,49,224,4
1601,49,180,5
1602,49,126,5
1603,49,344,5
1604,49,356,5
1605,49,375,5
1606,49,429,5
1607,49,405,5
1608,49,402,5
1609,49,227,5
1610,49,308,4
1611,49,437,5
1612,49,156,5
1613,49,229,2
1614,49,82,2
1615,49,312,5
1616,49,7,4
1617,49,2,5
1618,50,56,5
1619,50,80,5
1620,50,402,5
1621,50,114,5
1622,50,214,5
1623,50,216,5
1624,50,428,5
1625,50,31,5
1626,50,208,4
1627,50,179,5
1628,50,399,5
1629,50,93,4
1630,50,247,2
1631,50,267,4
1632,50,225,5
1633,50,85,5
1634,50,338,5
1635,50,174,5
1636,50,6,5
1637,50,97,5
1638,50,356,4
1639,50,220,4
1640,50,1,5
1641,50,346,5
1642,50,3,5
1643,50,239,5
1644,50,418,5
1645,50,104,4
1646,50,159,4
1647,50,58,5
1648,50,109,5
1649,50,358,4
1650,50,193,5
1651,50,430,4
1652,51,215,5
1653,51,75,5
1654,51,1,4
1655,51,239,3
1656,51,143,5
1657,51,339,5
1658,51,31,5
1659,51,92,5
1660,51,104,5
1661,51,338,5
